City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,urumqi,43.801,87.6005,9.55,79,0,4.47,CN,1670269321
364,yasnyy,51.0333,59.8742,4.75,96,98,8.9,RU,1670269452
365,qasigiannguit,68.8193,-51.1922,39.45,74,36,8.66,GL,1670269452
366,seydisehir,37.4193,31.8453,40.48,74,66,3.96,TR,1670269453
367,ichchapuram,19.1167,84.7,68.09,73,27,5.3,IN,1670269453
368,nieuw amsterdam,5.8833,-55.0833,89.76,58,40,6.91,SR,1670269453
369,kalmunai,7.4167,81.8167,75.67,89,100,7.63,LK,1670269448
370,general roca,-39.0333,-67.5833,93.61,5,0,22.24,AR,1670269454
371,yafran,32.0633,12.5286,58.89,36,4,2.13,LY,1670269454
372,saurimo,-9.6608,20.3916,63.66,97,70,2.8,AO,1670269454
373,san rafael,-34.6177,-68.3301,99.5,12,49,23.09,AR,1670269243
374,flagstaff,35.1981,-111.6513,49.05,63,75,21.85,US,1670269455
375,riviere-du-loup,47.8304,-69.5342,39.47,48,98,10.36,CA,1670269455
376,ipixuna,-1.7625,-48.8043,74.37,94,100,2.35,BR,1670269456
377,nyamuswa,-1.9,34.0167,65.64,85,100,0.98,TZ,1670269456
378,patiya,22.2931,91.9762,62.51,80,0,4.14,BD,1670269456
379,zambezi,-13.5432,23.1047,65.03,90,60,7.92,ZM,1670269457
380,terre haute,39.4667,-87.4139,46.67,53,100,9.22,US,1670269257
381,petropavlovsk-kamchatskiy,53.0452,158.6483,1.99,72,0,6.71,RU,1670269226
382,colares,38.7992,-9.4469,60.33,92,20,5.01,PT,1670269457
383,warwick,41.7001,-71.4162,49.06,64,75,12.66,US,1670269458
384,kungurtug,50.5994,97.5228,-17.39,95,12,1.5,RU,1670269458
385,okhotsk,59.3833,143.3,-22.68,82,59,8.3,RU,1670269418
386,saint-augustin,51.226,-58.6502,22.42,82,5,4.94,CA,1670269458
387,deputatskiy,69.3,139.9,-23.21,95,100,3.89,RU,1670269459
388,leeton,-34.5667,146.4,51.89,76,0,8.84,AU,1670269459
389,tripoli,32.8752,13.1875,67.73,65,2,1.57,LY,1670269435
390,komsomolskiy,40.4272,71.7189,30.92,86,100,6.91,UZ,1670269459
391,marystown,47.1666,-55.1483,37.22,77,75,6.64,CA,1670269460
392,japura,-0.3167,102.35,72.14,98,100,1.39,ID,1670269460
393,saint charles,38.7667,-90.7335,54.95,57,100,5.01,US,1670269316
394,la palma,33.8464,-118.0467,66.29,69,75,8.05,US,1670269461
395,lleida,41.6167,0.6167,55.67,87,75,2.3,ES,1670269461
396,vila franca do campo,37.7167,-25.4333,62.2,82,72,13.13,PT,1670269461
397,kieta,-6.2167,155.6333,79.02,81,100,1.83,PG,1670269462
398,vincennes,48.85,2.4333,38.55,90,100,4.61,FR,1670269462
399,carballo,43.213,-8.691,54.86,81,100,3.2,ES,1670269462
400,laguna,38.421,-121.4238,59.31,72,75,12.66,US,1670269463
401,hualmay,-11.0964,-77.6139,71.44,71,10,9.55,PE,1670269463
402,rennes,48.1667,-1.6667,41.04,81,100,10.36,FR,1670269439
403,sur,22.5667,59.5289,73.51,62,0,2.77,OM,1670269463
404,oudtshoorn,-33.5907,22.2014,59.36,75,73,5.1,ZA,1670269464
405,kuusamo,65.9667,29.1833,26.64,86,100,11.5,FI,1670269464
406,berdigestyakh,62.0989,126.6992,-11.97,96,100,6.42,RU,1670269464
407,okitipupa,6.5047,4.7839,77.43,92,11,1.52,NG,1670269465
408,tual,-5.6667,132.75,82.26,70,100,4.16,ID,1670269465
409,muzhi,65.3667,64.6667,1.58,97,77,4.97,RU,1670269465
410,linxia,35.6003,103.2064,26.71,55,85,1.74,CN,1670269465
411,umtata,-31.5889,28.7844,51.53,94,0,3.15,ZA,1670269466
412,cuitareo,19.6167,-100.6,67.6,53,0,4.16,MX,1670269466
413,ha tinh,18.3333,105.9,61.07,81,100,6.15,VN,1670269467
414,rathdrum,47.8137,-116.892,25.59,89,100,9.22,US,1670269467
415,garowe,8.4054,48.4845,73.42,64,93,14.23,SO,1670269467
416,corinto,37.9407,22.9573,56.89,79,74,2.01,GR,1670269467
417,mukhen,48.1,136.1,4.53,83,50,9.37,RU,1670269468
418,pangkalanbuun,-2.6833,111.6167,73.85,98,99,1.14,ID,1670269468
419,pleasanton,37.6624,-121.8747,59.79,77,0,10.36,US,1670269468
420,murgab,37.4966,61.9714,31.87,74,100,4.61,TM,1670269469
421,coolum beach,-26.5333,153.1,68.34,98,7,5.08,AU,1670269469
422,kirksville,40.1948,-92.5833,51.06,63,100,6.91,US,1670269469
423,balkanabat,39.5108,54.3671,30.36,49,0,2.68,TM,1670269470
424,presidente epitacio,-21.7633,-52.1156,83.35,56,90,4.94,BR,1670269470
425,kimbe,-5.5502,150.1429,75.04,92,96,3.04,PG,1670269470
426,el ocote,15.4167,-86.5667,77.77,48,14,3.56,HN,1670269471
427,mosquera,4.7059,-74.2302,62.69,63,75,13.8,CO,1670269471
428,barinas,8.6226,-70.2075,85.44,54,67,0.67,VE,1670269471
429,chifeng,42.2683,118.9636,13.53,38,0,12.35,CN,1670269472
430,mayo,38.8876,-76.5119,52.12,49,0,11.5,US,1670269472
431,traunstein,47.8833,12.65,37.24,87,100,4.36,DE,1670269472
432,lahad datu,5.0268,118.327,74.5,95,28,4.07,MY,1670269473
433,luau,-10.7073,22.2247,66.22,92,100,2.89,AO,1670269473
434,isangel,-19.55,169.2667,82.09,74,44,3.65,VU,1670269377
435,morros,-9.4467,-46.3003,80.49,58,100,8.66,BR,1670269473
436,meleuz,52.9667,55.9167,-11.18,100,89,1.99,RU,1670269474
437,broome,42.2506,-75.833,44.2,39,0,6.91,US,1670269297
438,northam,51.0333,-4.2167,45.39,86,100,14.61,GB,1670269474
439,bilibino,68.0546,166.4372,-8.14,69,100,5.61,RU,1670269474
440,dali,25.7,100.1833,43.23,68,0,4.23,CN,1670269475
441,boma,7.0805,-2.1697,78.21,65,91,1.59,GH,1670269475
442,sheridan,44.8333,-106.9173,31.32,77,100,6.91,US,1670269475
443,ambilobe,-13.2,49.05,76.17,83,31,0.87,MG,1670269476
444,bay roberts,47.5999,-53.2648,41.05,96,100,1.01,CA,1670269476
445,tilichiki,60.4667,166.1,5.36,86,94,9.01,RU,1670269476
446,port-gentil,-0.7193,8.7815,82.36,83,20,9.22,GA,1670269477
447,macia,-25.0269,33.0989,71.91,92,100,13.18,MZ,1670269477
448,danville,36.586,-79.395,51.44,54,0,1.01,US,1670269311
449,batagay,67.6333,134.6333,-18.22,98,100,2.77,RU,1670269477
450,vostok,46.4856,135.8833,-7.19,98,49,5.88,RU,1670269478
451,syracuse,37.0881,15.2792,56.79,68,24,4.14,IT,1670269478
452,comodoro rivadavia,-45.8667,-67.5,76.86,25,0,23.02,AR,1670269465
453,saint-georges,12.0564,-61.7485,83.88,65,20,16.11,GD,1670269478
454,komarno,47.7636,18.1226,48.06,86,100,6.4,SK,1670269479
455,ruangwa,-10.0667,38.9333,71.87,93,29,5.93,TZ,1670269479
456,nabire,-3.3667,135.4833,74.95,84,94,5.17,ID,1670269479
457,luanda,-8.8368,13.2343,78.35,82,99,13.87,AO,1670269457
458,ampanihy,-24.7,44.75,81.25,56,53,6.64,MG,1670269480
459,mauriti,-7.3892,-38.7744,84.72,47,99,2.93,BR,1670269480
460,vrangel,42.7297,133.0839,19.4,54,8,8.59,RU,1670269480
461,kapoeta,4.7717,33.5903,82.24,43,58,3.8,SS,1670269481
462,medicine hat,50.0501,-110.6683,14.72,85,100,11.5,CA,1670269246
463,los altos hills,37.3797,-122.1375,59.76,81,75,6.91,US,1670269431
464,amazar,53.858,120.875,-5.98,95,100,1.81,RU,1670269481
465,najran,17.4924,44.1277,63.25,36,0,0.92,SA,1670269481
466,umuahia,5.5263,7.4896,78.4,82,15,6.71,NG,1670269482
467,san cristobal,7.7669,-72.225,69.98,72,68,3.69,VE,1670269478
468,kapit,2.0167,112.9333,72.9,99,99,0.56,MY,1670269482
469,mananjary,-21.2167,48.3333,74.28,90,90,8.52,MG,1670269482
470,kijabe,-0.933,36.5758,54.36,91,100,6.04,KE,1670269483
471,kirakira,-10.4544,161.9205,80.37,83,100,4.21,SB,1670269483
472,san juan,-31.5375,-68.5364,101.28,12,0,20.07,AR,1670269261
473,raymond,43.9015,-70.4703,45.23,57,14,8.52,US,1670269483
474,riyadh,24.6877,46.7219,73.54,37,81,11.97,SA,1670269236
475,ballina,-28.8667,153.5667,65.01,99,0,4.97,AU,1670269407
476,brownfield,33.1812,-102.2744,74.95,34,0,17.54,US,1670269484
477,wyndham,37.6985,-77.6125,51.82,43,0,5.75,US,1670269484
478,manaure,11.7751,-72.4445,82.33,65,90,9.46,CO,1670269484
479,hvide sande,56.0045,8.1294,37.78,81,100,10.58,DK,1670269485
480,melfi,40.9965,15.6514,52.36,79,95,6.2,IT,1670269485
481,ous,60.9058,61.5186,3.65,99,92,4.97,RU,1670269485
482,wewak,-3.5534,143.6268,75.58,95,100,0.65,PG,1670269486
483,mamlyutka,54.9375,68.5394,-2.92,99,16,1.72,KZ,1670269486
484,xicotencatl,23.0167,-98.8833,82.53,43,1,13.15,MX,1670269486
485,mackay,-21.15,149.2,65.68,80,0,6.44,AU,1670269271
486,hurghada,27.2574,33.8129,68.04,45,0,9.22,EG,1670269487
487,tessalit,20.1986,1.0114,79.72,14,98,9.73,ML,1670269487
488,mafinga,-7.25,35.0667,74.3,39,100,4.05,TZ,1670269487
489,batouri,4.4333,14.3667,75.63,45,12,2.44,CM,1670269488
490,romanovo,52.6182,81.2271,-5.26,99,100,3.87,RU,1670269488
491,sao gabriel,-30.3364,-54.32,90.93,30,0,14.09,BR,1670269293
492,rawson,-43.3002,-65.1023,93.49,12,20,17.27,AR,1670269488
493,nouadhibou,20.931,-17.0347,67.98,83,6,11.5,MR,1670269489
494,shelburne,44.0787,-80.2041,39.9,50,100,14.97,CA,1670269489
495,tarauaca,-8.1614,-70.7656,90.03,48,90,2.3,BR,1670269489
496,kajatian,6.0311,120.9919,76.08,92,50,3.09,PH,1670269490
497,ende,-8.8432,121.6623,77.14,87,100,1.61,ID,1670269409
498,paamiut,61.994,-49.6678,38.17,72,100,36.8,GL,1670269490
499,ust-ishim,57.6935,71.1665,-9.29,100,99,2.42,RU,1670269490
500,hailar,49.2,119.7,1.96,89,89,16.58,CN,1670269491
501,itirapina,-22.2528,-47.8228,74.3,74,100,5.68,BR,1670269491
502,emba,48.8264,58.1442,12.69,96,100,3.36,KZ,1670269491
503,pacific grove,36.6177,-121.9166,58.82,82,75,11.5,US,1670269492
504,dingle,10.9995,122.6711,73.99,93,45,7.49,PH,1670269492
505,valparaiso,-33.0393,-71.6273,71.83,83,0,11.5,CL,1670269370
506,yeniseysk,58.4497,92.1703,3.06,94,100,7.31,RU,1670269492
507,rawlins,41.7911,-107.2387,31.89,59,75,21.85,US,1670269493
508,los llanos de aridane,28.6585,-17.9182,64.15,90,40,6.91,ES,1670269493
509,anori,-3.7728,-61.6442,84.76,65,98,1.01,BR,1670269493
510,karratha,-20.7377,116.8463,81.12,44,1,14.18,AU,1670269494
511,kijang,35.2442,129.2139,31.73,38,0,4.41,KR,1670269494
512,portobelo,9.55,-79.65,84.11,73,76,10.2,PA,1670269494
513,bocana de paiwas,12.7857,-85.1227,80.44,74,31,10.25,NI,1670269494
514,north bend,43.4065,-124.2243,49.91,94,100,6.91,US,1670269495
515,spearfish,44.4908,-103.8594,28.11,60,0,4.61,US,1670269495
516,lasa,46.6166,10.7002,35.69,93,76,6.42,IT,1670269495
517,kattivakkam,13.2167,80.3167,82.49,76,76,9.95,IN,1670269496
518,namatanai,-3.6667,152.4333,79.03,81,100,2.13,PG,1670269488
519,tautira,-17.7333,-149.15,78.33,79,53,15.61,PF,1670269496
520,lakes entrance,-37.8811,147.981,55.17,84,100,10.63,AU,1670269496
521,vasterhaninge,59.1167,18.1,29.89,94,100,3.74,SE,1670269497
522,marathon,44.9,-89.7668,33.33,64,100,8.05,US,1670269497
523,savannah bight,16.45,-85.85,81.81,58,2,11.61,HN,1670269497
524,rio grande,-32.035,-52.0986,84.31,75,0,11.97,BR,1670269498
525,acapulco,16.8634,-99.8901,84.38,63,0,7.4,MX,1670269498
526,cairns,-16.9167,145.7667,70.07,96,5,0.0,AU,1670269498
527,san javier,37.8063,-0.8374,62.98,75,87,13.0,ES,1670269499
528,victor harbor,-35.5667,138.6167,53.01,75,93,10.92,AU,1670269499
529,solnechnyy,50.7214,136.6319,-3.33,90,75,5.12,RU,1670269452
530,atar,20.5169,-13.0499,76.66,18,0,3.76,MR,1670269499
531,nsoko,-27.0333,31.95,78.06,97,100,4.76,SZ,1670269500
532,lagdo,9.05,13.7333,79.41,18,57,4.68,CM,1670269500
533,general pico,-35.6566,-63.7568,104.74,12,50,18.5,AR,1670269500
534,hovd,48.0056,91.6419,1.89,81,6,3.09,MN,1670269500
535,bubaque,11.2833,-15.8333,81.12,69,67,9.4,GW,1670269501
536,majene,-3.5403,118.9707,77.2,86,97,3.11,ID,1670269501
537,nelson bay,-32.7167,152.15,68.0,94,40,11.99,AU,1670269501
538,norman wells,65.282,-126.8329,-21.96,76,40,10.36,CA,1670269502
539,boa vista,2.8197,-60.6733,84.18,65,40,4.61,BR,1670269502
540,mercedes,-34.6515,-59.4307,99.03,11,0,12.75,AR,1670269503
541,rocha,-34.4833,-54.3333,81.25,38,0,11.68,UY,1670269503
542,berlevag,70.8578,29.0864,30.2,86,75,18.41,NO,1670269503
543,kuching,1.55,110.3333,83.01,97,40,1.99,MY,1670269504
544,saint-francois,46.4154,3.9054,31.68,93,19,0.0,FR,1670269504
545,gasa,31.5,34.4667,57.88,68,14,5.17,PS,1670269505
546,verkhnevilyuysk,63.4453,120.3167,-11.24,99,100,3.53,RU,1670269505
547,noumea,-22.2763,166.4572,80.01,99,100,3.13,NC,1670269505
548,mattawa,46.7379,-119.9028,32.02,91,91,2.64,US,1670269506
549,ambovombe,-25.1667,46.0833,75.78,82,15,8.41,MG,1670269506
550,qaqortoq,60.7167,-46.0333,27.9,72,67,11.61,GL,1670269457
551,mandan,46.8267,-100.8896,20.37,63,40,14.97,US,1670269506
552,endwell,42.1129,-76.021,44.26,41,0,7.0,US,1670269507
553,altamont,42.2068,-121.7372,36.77,90,75,3.44,US,1670269507
554,khorixas,-20.3667,14.9667,70.83,20,6,9.84,NA,1670269507
555,mareeba,-17.0,145.4333,65.44,90,3,1.95,AU,1670269508
556,nishihara,26.1842,127.7558,65.48,91,100,26.46,JP,1670269508
557,tadpatri,14.9167,78.0167,72.82,84,13,4.76,IN,1670269508
558,talara,-4.5772,-81.2719,81.36,57,0,16.11,PE,1670269509
559,buin,-33.7333,-70.75,91.06,18,0,14.16,CL,1670269509
560,spas-demensk,54.4122,34.0226,16.34,85,100,7.07,RU,1670269510
561,jinka,5.65,36.65,66.76,64,91,3.15,ET,1670269510
562,gwanda,-20.9333,29.0,75.49,59,100,14.47,ZW,1670269510
563,makakilo city,21.3469,-158.0858,76.69,72,0,4.61,US,1670269511
564,zhob,31.3411,69.4481,50.45,40,3,2.57,PK,1670269489
